Transaction Type,Subtype,Sales Sequence,No,Date,Community,Property,Property Type,Unit,Bedrooms,Floor,Parking,Balcony Area,Size (Sqf),Land Size,Amount (AED),AED/Sqf,Developer
Sales - Ready,Sale,Primary,11-23240-2021,26-12-2021,Dubai Marina,TFG Marina Hotel (Wyndham Dubai Marina),Serviced/Hotel Apartment,2409,0 B/R,24,EU,29.28,609.78,,1773860.0,2909.01,The First Group
Sales - Ready,Sale,Primary,11-23167-2021,26-12-2021,Dubai Marina,The Residences at Marina Gate 2,Apartment,3805,2 B/R,38,L3-52,158.77,1206.64,,2650000.0,2196.17,Select Group
Sales - Ready,Sale,Primary,11-23168-2021,26-12-2021,Dubai Marina,The Residences at Marina Gate 2,Apartment,3906,2 B/R,39,L1-01,91.28,1229.36,,2350000.0,1911.57,Select Group
Sales - Ready,Delayed Sell,Primary,41-14069-2021,22-12-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4801,1 B/R,48,L3R-330,127.55,977.05,,2470836.0,2528.88,Select Group
Sales - Ready,Sale,Primary,11-22962-2021,22-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,2904,3 B/R,29,"B2-023,B2-024",146.82,1867.77,,6208000.0,3323.75,Al Ain Properties
Sales - Ready,Sale,Primary,11-22963-2021,22-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6106,2 B/R,61,B2-296,101.72,1159.28,,4828000.0,4164.64,Al Ain Properties
Sales - Ready,Sale,Primary,11-22977-2021,22-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6108,3 B/R,61,"B1-104,B1-105",145.74,1919.87,,7278000.0,3790.89,Al Ain Properties
Sales - Ready,Sale,Primary,11-22678-2021,18-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,4906,2 B/R,49,B3-187,,1133.45,,2686000.0,2369.76,Al Ain Properties
Sales - Ready,Sale,Primary,11-22677-2021,18-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,6805,2 B/R,68,B3-328,,1197.28,,2670000.0,2230.06,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-13810-2021,16-12-2021,Dubai Marina,Studio One,Apartment,3005,2 B/R,30,B1-049,133.47,835.93,,1552000.0,1856.61,Select Group
Sales - Ready,Sale,Primary,11-22580-2021,16-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,6006,2 B/R,60,B3-120,,1135.82,,2751800.0,2422.75,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-13752-2021,15-12-2021,Dubai Marina,52-42 Tower 1,Apartment,305,1 B/R,3,1F-082,102.37,962.09,,2300888.0,2391.56,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-22538-2021,15-12-2021,Dubai Marina,Sparkle Tower B,Apartment,2-1103,2 B/R,11,B3-42,237.02,1524.61,,2150000.0,1410.19,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-22477-2021,15-12-2021,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,3205,3 B/R,32,B2-153,79.44,2180.14,,2750000.0,1261.39,Al Fattan Proprerties LLC
Sales - Ready,Sale,Primary,11-22480-2021,15-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5106,2 B/R,51,B3-017,,1133.45,,2706000.0,2387.4,Al Ain Properties
Sales - Ready,Sale,Primary,11-22481-2021,15-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5206,2 B/R,52,B3-021,,1133.45,,2695600.0,2378.23,Al Ain Properties
Sales - Ready,Sale,Primary,11-22479-2021,15-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,2503,1 B/R,25,B2-405,74.59,809.24,,2595000.0,3206.72,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-13686-2021,14-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,3608,3 B/R,36,"B2-359,B2-360",145.85,1923.85,,7238500.0,3762.51,Al Ain Properties
Sales - Ready,Sale,Primary,11-22370-2021,14-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,5408,3 B/R,54,"B1-362,B1-363",144.56,1927.29,,7275000.0,3774.72,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-13617-2021,13-12-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,5204,2 B/R,52,"L6R-606, L6R-606 T",92.36,1426.66,,2509390.0,1758.93,Select Group
Sales - Ready,Delayed Sell,Primary,41-13616-2021,13-12-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,5304,2 B/R,53,"L6R-604, L6R-604 T",92.36,1426.66,,2510360.0,1759.61,Select Group
Sales - Ready,Sale,Primary,11-22283-2021,13-12-2021,Dubai Marina,Sparkle Tower B,Apartment,2-303,2 B/R,3,B1-21,133.15,1155.62,,1824950.0,1579.19,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-22279-2021,13-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,2506,1 B/R,25,B3-393,75.03,856.28,,2240000.0,2615.98,Al Ain Properties
Sales - Ready,Sale,Primary,11-22282-2021,13-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,6005,2 B/R,60,B3-121,72.55,1152.29,,2925000.0,2538.43,Al Ain Properties
Sales - Ready,Sale,Primary,11-22156-2021,09-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,4406,2 B/R,44,B3-179,,1133.45,,2640000.0,2329.17,Al Ain Properties
Sales - Ready,Sale,Primary,11-22152-2021,09-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5606,2 B/R,56,B3-158,,1133.45,,2745000.0,2421.81,Al Ain Properties
Sales - Ready,Sale,Primary,11-22046-2021,09-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,6205,2 B/R,62,B3-109,72.55,1152.29,,2975000.0,2581.82,Al Ain Properties
Sales - Ready,Sale,Primary,11-22160-2021,09-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,5306,2 B/R,53,B2-244,103.01,1163.91,,4742000.0,4074.19,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-13322-2021,07-12-2021,Dubai Marina,Damac Heights,Apartment,3707,2 B/R,37,B1-07,268.02,1880.69,,2404630.0,1278.59,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-13298-2021,07-12-2021,Dubai Marina,Damac Heights,Apartment,5204,3 B/R,52,P4-61,304.08,1894.57,,2422090.0,1278.44,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-13283-2021,07-12-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4006,1 B/R,40,L4R-449,43.38,945.29,,1845120.0,1951.9,Select Group
Sales - Ready,Sale,Primary,11-21893-2021,07-12-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,3806,1 B/R,38,L4R-436,43.38,945.29,,1825096.0,1930.72,Select Group
Sales - Ready,Sale,Primary,11-21832-2021,07-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,1908,3 B/R,19,"B1-321, B1-322",145.85,1923.85,,7158000.0,3720.66,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-13215-2021,06-12-2021,Dubai Marina,Damac Heights,Apartment,5704,2 B/R,57,P3-28,295.69,1774.66,,2360980.0,1330.38,Damac Properties
Sales - Ready,Lease to Own Registration,Primary,110-393-2021,06-12-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4302,3 B/R,43,"L4R-430, L4R-430 T",262.53,2132.46,,2578914.0,1209.36,Select Group
Sales - Ready,Sale,Primary,11-21736-2021,06-12-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,3604,3 B/R,36,"B3-078,B3-079",146.82,1867.77,,6240000.0,3340.88,Al Ain Properties
Sales - Ready,Sale,Primary,11-21683-2021,05-12-2021,Jumeirah Beach Residence,Bahar 2,Apartment,1203,3 B/R,12,"B-143, B-144",100.32,2172.07,,2800000.0,1289.09,Dubai Properties
Sales - Ready,Sale,Primary,11-21698-2021,05-12-2021,Jumeirah Beach Residence,Bahar 2,Apartment,2601,PENTHOUSE,26,G-103,,2996.05,,2736000.0,913.2,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-13074-2021,29-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,4106,1 B/R,41,B3-284,75.03,856.28,,2338000.0,2730.43,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-12977-2021,28-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,3606,1 B/R,36,L4R-414,43.38,945.29,,1767616.0,1869.91,Select Group
Sales - Ready,Delayed Sell,Primary,41-12979-2021,28-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,3812,1 B/R,38,L4R-439,127.34,976.51,,2450679.0,2509.63,Select Group
Sales - Ready,Sale,Primary,11-21363-2021,28-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6107,2 B/R,61,B2-297,174.16,1481.34,,5620000.0,3793.86,Al Ain Properties
Sales - Ready,Sale,Primary,11-21211-2021,25-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5304,4 B/R,53,"B3-155, B3-156",151.99,2555.05,,8184000.0,3203.07,Al Ain Properties
Sales - Ready,Sale,Primary,11-21186-2021,25-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,7204,2 B/R,72,B3-086,72.66,1154.22,,2972000.0,2574.89,Al Ain Properties
Sales - Ready,Sale,Primary,11-21184-2021,25-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6105,3 B/R,61,"B1-112,B1-113",146.18,1867.34,,7370000.0,3946.79,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-12811-2021,24-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4305,1 B/R,43,L4R-461,43.27,943.68,,1842400.0,1952.36,Select Group
Sales - Ready,Delayed Sell,Primary,41-12812-2021,24-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4405,1 B/R,44,L4R-467,43.27,942.71,,1846241.0,1958.44,Select Group
Sales - Ready,Delayed Sell,Primary,41-12818-2021,24-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4406,1 B/R,44,L4R-468,43.27,942.82,,1846241.0,1958.21,Select Group
Sales - Ready,Delayed Sell,Primary,41-12819-2021,24-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4505,1 B/R,45,L4R-473,43.27,942.71,,1850692.0,1963.16,Select Group
Sales - Ready,Delayed Sell,Primary,41-12820-2021,24-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4506,1 B/R,45,L4R-474,43.27,942.82,,1850692.0,1962.94,Select Group
Sales - Ready,Delayed Sell,Primary,41-12821-2021,24-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4605,1 B/R,46,L4R-479,43.27,942.71,,1855144.0,1967.88,Select Group
Sales - Ready,Delayed Sell,Primary,41-12822-2021,24-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4606,1 B/R,46,L4R-480,43.27,942.82,,1855144.0,1967.66,Select Group
Sales - Ready,Delayed Sell,Primary,41-12823-2021,24-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4811,1 B/R,48,L3R-338,127.45,976.83,,2470836.0,2529.44,Select Group
Sales - Ready,Delayed Sell,Primary,41-12857-2021,24-11-2021,Dubai Marina,Studio One,Apartment,209,1 B/R,2,B1-126,62.11,712.47,,926250.0,1300.06,Select Group
Sales - Ready,Sale,Primary,11-21072-2021,24-11-2021,Dubai Marina,Sparkle Tower A,Apartment,1-2002,2 B/R,20,B3-126,203.01,1477.36,,2250000.0,1522.99,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-21073-2021,24-11-2021,Dubai Marina,Sparkle Tower A,Apartment,1-2202,3 B/R,22,B3-136,207.21,1870.03,,2800000.0,1497.3,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-21134-2021,24-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,2603,1 B/R,26,B2-401,74.59,809.24,,2163100.0,2673.01,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-12790-2021,23-11-2021,Dubai Marina,Damac Heights,Apartment,1706,2 B/R,17,B4-40,139.82,1624.07,,2050416.0,1262.52,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-12725-2021,23-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,3706,1 B/R,37,L4R-420,43.38,945.29,,1800550.0,1904.75,Select Group
Sales - Ready,Delayed Sell,Primary,41-12726-2021,23-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,3707,1 B/R,37,L4R-421,43.27,945.19,,1800550.0,1904.97,Select Group
Sales - Ready,Delayed Sell,Primary,41-12724-2021,23-11-2021,Dubai Marina,Studio One,Apartment,409,1 B/R,4,B1-133,62.22,714.08,,949050.0,1329.05,Select Group
Sales - Ready,Delayed Sell,Primary,41-12666-2021,22-11-2021,Dubai Marina,52-42 Tower 2,Apartment,707,1 B/R,7,3F-103,53.39,655.31,,1347888.0,2056.86,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-20821-2021,21-11-2021,Dubai Marina,Marina Diamond Tower 3,Apartment,1204,0 B/R,12,28 B2,50.05,445.95,,381330.0,855.09,Diamond Developers
Sales - Ready,Sale,Primary,11-20748-2021,21-11-2021,Dubai Marina,Sparkle Tower A,Apartment,1-1902,2 B/R,19,B3-122,203.01,1477.36,,2250000.0,1522.99,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-20543-2021,17-11-2021,Dubai Marina,The Residences at Marina Gate 2,Apartment,5405,2 B/R,54,L2-09,153.06,1203.52,,2547999.0,2117.12,Select Group
Sales - Ready,Delayed Sell,Primary,41-12415-2021,16-11-2021,Dubai Marina,Studio One,Apartment,GF01,1 B/R,G,B1-081,99.03,658.97,,845060.0,1282.39,Select Group
Sales - Ready,Sale,Primary,11-20441-2021,15-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4310,2 B/R,43,"L6R-632, L6R-632 T",223.68,1517.51,,4250000.0,2800.64,Select Group
Sales - Ready,Sale,Primary,11-20379-2021,15-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,506,1 B/R,5,B3-277,74.59,855.42,,2140000.0,2501.71,Al Ain Properties
Sales - Ready,Sale,Primary,11-20234-2021,14-11-2021,Dubai Marina,Studio One,Apartment,110,1 B/R,1,B1-123,62.43,710.21,,972900.0,1369.88,Select Group
Sales - Ready,Sale,Primary,11-20235-2021,14-11-2021,Dubai Marina,Studio One,Apartment,208,2 B/R,2,B1-125,137.03,826.89,,1249200.0,1510.72,Select Group
Sales - Ready,Delayed Sell,Primary,41-12191-2021,11-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,5305,3 B/R,53,"B2-309,B2-310",146.39,1864.86,,7302500.0,3915.84,Al Ain Properties
Sales - Ready,Sale,Primary,11-20150-2021,11-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5905,2 B/R,59,B3-117,72.55,1152.29,,2930000.0,2542.77,Al Ain Properties
Sales - Ready,Sale,Primary,11-20146-2021,11-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,5308,3 B/R,53,"B1-307,B1-308",144.56,1927.29,,7202000.0,3736.85,Al Ain Properties
Sales - Ready,Sale,Primary,11-20145-2021,11-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6909,1 B/R,69,B1-326,176.31,1142.38,,4612500.0,4037.61,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-12114-2021,10-11-2021,Dubai Marina,52-42 Tower 1,Apartment,405,1 B/R,4,1F-012,102.37,962.09,,2094888.0,2177.44,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-20010-2021,09-11-2021,Dubai Marina,Marina Suites,Apartment,101,1 B/R,1,B2-01,84.17,826.14,,403668.0,488.62,Sheffield Real Estate Llc
Sales - Ready,Sale,Primary,11-19955-2021,09-11-2021,Dubai Marina,TFG Marina Hotel (Wyndham Dubai Marina),Serviced/Hotel Apartment,1711,1 B/R,17,EU,,442.83,,1195000.0,2698.55,The First Group
Sales - Ready,Sale,Primary,11-19954-2021,09-11-2021,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,4801,2 B/R,48,B3-130,,1656.69,,2400000.0,1448.67,Al Fattan Proprerties LLC
Sales - Ready,Sale,Primary,11-19961-2021,09-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,1901,1 B/R,19,B2-208,59.63,740.67,,2460000.0,3321.31,Al Ain Properties
Sales - Ready,Sale,Primary,11-19857-2021,08-11-2021,Dubai Marina,Damac Heights,Apartment,2210,2 B/R,22,B3-24,107.53,1604.8,,2008870.0,1251.78,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11921-2021,07-11-2021,Dubai Marina,52-42 Tower 2,Apartment,808,2 B/R,8,3F-136,107.75,1116.66,,2133888.0,1910.96,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-19805-2021,07-11-2021,Dubai Marina,Horizon Tower,Apartment,903,4 B/R,9,"B3-33, B3-32",179.01,2450.53,,1700000.0,693.73,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-19853-2021,07-11-2021,Dubai Marina,Sparkle Tower B,Apartment,2-1403,2 B/R,14,B3-141,237.02,1524.61,,2200000.0,1442.99,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-19765-2021,07-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,2108,1 B/R,21,B3-054,58.88,742.39,,2114000.0,2847.55,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-11802-2021,04-11-2021,Dubai Marina,Damac Heights,Apartment,5904,2 B/R,59,P3-50,292.03,1727.62,,2301810.0,1332.36,Damac Properties
Sales - Ready,Sale,Primary,11-19661-2021,04-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4307,2 B/R,43,L2R-247,92.36,1423.32,,2850000.0,2002.36,Select Group
Sales - Ready,Sale,Primary,11-19663-2021,04-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4602,3 B/R,46,"L4R-434, L4R-434 T",262.53,2131.49,,5172824.0,2426.86,Select Group
Sales - Ready,Sale,Primary,11-19662-2021,04-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4802,3 B/R,48,"T , L6R-627, L6R-627 T",262.53,2131.49,,4976195.0,2334.61,Select Group
Sales - Ready,Delayed Sell,Primary,41-11728-2021,03-11-2021,Dubai Marina,52-42 Tower 1,Apartment,3604,3 B/R,36,"GF-31, GF-32",128.52,1742.48,,3656888.0,2098.67,Emaar Properties PJSC
Sales - Ready,Delayed Sell,Primary,41-11720-2021,03-11-2021,Dubai Marina,Damac Heights,Apartment,2305,2 B/R,23,B3-29,248.86,1741.18,,2150000.0,1234.79,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11738-2021,03-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,3507,1 B/R,35,L4R-409,43.27,945.19,,1765455.0,1867.84,Select Group
Sales - Ready,Delayed Sell,Primary,41-11652-2021,02-11-2021,Dubai Marina,Damac Heights,Apartment,4803,2 B/R,48,P4-30,276.2,1707.06,,2291400.0,1342.31,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11669-2021,02-11-2021,Dubai Marina,Damac Heights,Apartment,5604,2 B/R,56,P3-19,297.84,1794.57,,2336050.0,1301.73,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11677-2021,02-11-2021,Dubai Marina,Damac Heights,Apartment,5806,2 B/R,58,P3-43,268.13,2079.93,,2749300.0,1321.82,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11667-2021,02-11-2021,Dubai Marina,Damac Heights,Apartment,7201,3 B/R,72,"G-17 , P1-37",64.05,2282.61,,3306000.0,1448.34,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11607-2021,01-11-2021,Dubai Marina,Damac Heights,Apartment,4504,3 B/R,45,B1-47,307.53,1950.11,,2480290.0,1271.87,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11608-2021,01-11-2021,Dubai Marina,Damac Heights,Apartment,5606,2 B/R,56,P3-21,268.02,2115.56,,2812030.0,1329.22,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11515-2021,01-11-2021,Dubai Marina,Studio One,Apartment,2012,0 B/R,20,B2-020,91.6,502.36,,740720.0,1474.49,Select Group
Sales - Ready,Sale,Primary,11-19337-2021,01-11-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4803,1 B/R,48,L3R-331,50.81,790.72,,1788189.0,2261.46,Select Group
Sales - Ready,Sale,Primary,11-19343-2021,01-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,6301,2 B/R,63,B3-384,188.48,1907.92,,5111000.0,2678.83,Al Ain Properties
Sales - Ready,Sale,Primary,11-19342-2021,01-11-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,4504,1 B/R,45,B2-140,82.24,704.61,,2247000.0,3188.99,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-11496-2021,31-10-2021,Dubai Marina,Damac Heights,Apartment,3807,2 B/R,38,B1-21,266.73,1878.32,,2405600.0,1280.72,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11473-2021,31-10-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,6804,2 B/R,68,B3-330,72.66,1154.22,,2963000.0,2567.09,Al Ain Properties
Sales - Ready,Sale,Primary,11-19274-2021,31-10-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4705,1 B/R,47,L3R-309,43.27,942.71,,1897546.0,2012.86,Select Group
Sales - Ready,Sale,Primary,11-19272-2021,31-10-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4709,1 B/R,47,L4R-463,50.81,794.81,,1890302.0,2378.3,Select Group
Sales - Ready,Sale,Primary,11-19252-2021,31-10-2021,Dubai Marina,Paloma 3,Apartment,2203,2 B/R,22,P1 - 1177,75.03,1664.01,,2550000.0,1532.45,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-19242-2021,31-10-2021,Dubai Marina,Studio One,Apartment,1109,1 B/R,11,B1-103,62.22,714.08,,1125000.0,1575.45,Select Group
Sales - Ready,Delayed Sell,Primary,41-11430-2021,28-10-2021,Dubai Marina,TFG Marina Hotel (Wyndham Dubai Marina),Serviced/Hotel Apartment,2308,0 B/R,23,EU,29.28,614.52,,1665789.0,2710.73,The First Group
Sales - Ready,Sale,Primary,11-19130-2021,28-10-2021,Dubai Marina,Sparkle Tower B,Apartment,2-703,2 B/R,7,B2-56,237.02,1524.61,,2040000.0,1338.04,Tebyan Real Estate Clarity
Sales - Ready,Delayed Sell,Primary,41-11161-2021,24-10-2021,Dubai Marina,52-42 Tower 1,Apartment,1407,2 B/R,14,4F-039,51.02,1183.93,,2405888.0,2032.12,Emaar Properties PJSC
Sales - Ready,Delayed Sell,Primary,41-11120-2021,24-10-2021,Dubai Marina,Damac Heights,Apartment,804,2 B/R,8,B5-22,177.07,1598.99,,2019770.0,1263.15,Damac Properties
Sales - Ready,Delayed Sell,Primary,41-11090-2021,20-10-2021,Dubai Marina,TFG Marina Hotel (Wyndham Dubai Marina),Serviced/Hotel Apartment,3009,0 B/R,30,EU,,650.25,,1796472.0,2762.73,The First Group
Sales - Ready,Sale,Primary,11-18685-2021,20-10-2021,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4806,1 B/R,48,L3R-336,43.27,942.82,,1902088.0,2017.45,Select Group
Sales - Ready,Delayed Sell,Primary,41-11028-2021,19-10-2021,Dubai Marina,Millennium Place (The One Dubai Marina By Wyndham),Serviced/Hotel Apartment,2020,0 B/R,20,EU,149.19,669.09,,1841510.0,2752.26,The First Group
Sales - Ready,Sale,Primary,11-18636-2021,19-10-2021,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5306,2 B/R,53,B3-025,,1133.45,,2702200.0,2384.05,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-10890-2021,17-10-2021,Dubai Marina,Sparkle Tower A,Apartment,1-2501,3 B/R,25,B1-60,207.21,1867.55,,2760000.0,1477.87,Tebyan Real Estate Clarity
