price,type,bathroom,size,location
179997.0,Hotel &amp; Hotel Apartment,2.0,839.0,"Sheikh Zayed Road, Dubai"
110000.0,Apartment,3.0,1404.0,"Lamar Residences, Al Seef, Al Raha Beach, Abu Dhabi"
42000.0,Apartment,2.0,1152.0,"The Pulse Residence Plaza, The Pulse, Dubai South (Dubai World Central), Dubai"
31000.0,Apartment,3.0,1988.0,"Horizon Towers, Ajman Downtown, Ajman"
21000.0,Apartment,2.0,1400.0,"Abu shagara, Sharjah"
120000.0,Townhouse,5.0,3700.0,"District 12, Jumeirah Village Circle, Dubai"
150000.0,Villa,6.0,4000.0,"Khalifa City A, Khalifa City, Abu Dhabi"
45000.0,Apartment,1.0,458.0,"Waters Edge, Yas Island, Abu Dhabi"
55000.0,Apartment,3.0,1773.0,"Asharej, Al Ain"
140000.0,Villa,5.0,3000.0,"Al Quoz 1 Villas, Al Quoz 1, Al Quoz, Dubai"
170000.0,Apartment,4.0,1698.0,"Park Point, Dubai Hills Estate, Dubai"
100000.0,Villa,4.0,3500.0,"Shakhbout City, Abu Dhabi"
51000.0,Apartment,5.0,1400.0,"Al Rawda 3 Villas, Al Rawda 3, Al Rawda, Ajman"
70000.0,Apartment,3.0,1000.0,"Khalifa City A, Khalifa City, Abu Dhabi"
28000.0,Apartment,2.0,1200.0,"Ajman Industrial 2, Ajman Industrial Area, Ajman"
26000.0,Apartment,1.0,900.0,"Shakhbout City, Abu Dhabi"
,Villa,2.0,5000.0,"Al Qadsiya, Al Heerah, Sharjah"
51000.0,Apartment,5.0,1500.0,"Al Rawda 2 Villas, Al Rawda 2, Al Rawda, Ajman"
40000.0,Apartment,3.0,1398.0,"Ideal 1, Al Rawda 3, Al Rawda, Ajman"
26000.0,Apartment,1.0,900.0,"Shakhbout City, Abu Dhabi"
18000.0,Apartment,1.0,1100.0,"Ajman Corniche Road, Ajman"
24000.0,Apartment,1.0,500.0,"Khalifa City A, Khalifa City, Abu Dhabi"
45000.0,Apartment,2.0,950.0,"Jumeirah Star, Mankhool, Bur Dubai, Dubai"
38000.0,Apartment,1.0,787.0,"UNA Apartments, Town Square, Dubai"
50000.0,Apartment,3.0,2230.0,"Al Shahama, Abu Dhabi"
40000.0,Apartment,1.0,530.0,"Hamdan Street, Abu Dhabi"
36000.0,Apartment,1.0,394.0,"MILANO by Giovanni Botique Suites, Jumeirah Village Circle, Dubai"
61500.0,Apartment,2.0,1345.0,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai"
26000.0,Apartment,2.0,1000.0,"Al Faseel, Fujairah"
155000.0,Townhouse,4.0,3098.0,"Horizon Tower A, City Of Lights, Al Reem Island, Abu Dhabi"
64999.0,Apartment,2.0,668.0,"Merano Tower, Business Bay, Dubai"
90000.0,Townhouse,4.0,1681.0,"Warsan Village, International City, Dubai"
110000.0,Apartment,2.0,1662.0,"Saadiyat Beach Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi"
180000.0,Apartment,3.0,3146.0,"Rimal 3, Rimal, Jumeirah Beach Residence, Dubai"
64999.0,Apartment,1.0,858.0,"Hartland Greens, Sobha Hartland, Mohammed Bin Rashid City, Dubai"
60000.0,Apartment,1.0,719.0,"Marina Diamond 1, Marina Diamonds, Dubai Marina, Dubai"
95000.0,Apartment,1.0,671.0,"SLS Dubai Hotel &amp; Residences, Business Bay, Dubai"
45000.0,Apartment,1.0,396.0,"Signature Livings, Jumeirah Village Circle, Dubai"
115000.0,Apartment,2.0,901.0,"Maze Tower, Sheikh Zayed Road, Dubai"
79000.0,Apartment,3.0,1185.0,"Ajyad Building, Jumeirah Village Circle, Dubai"
50000.0,Apartment,2.0,697.0,"Ajyad Building, Jumeirah Village Circle, Dubai"
184999.0,Hotel &amp; Hotel Apartment,2.0,927.0,"The Address Downtown Hotel, Downtown Dubai, Dubai"
75000.0,Apartment,1.0,453.0,"DAMAC Maison Privé, Business Bay, Dubai"
370000.0,Apartment,3.0,1905.0,"The Address Downtown Hotel, Downtown Dubai, Dubai"
38000.0,Apartment,3.0,1500.0,"Al Nahda, Sharjah"
3500000.0,Villa,7.0,13395.0,"Signature Villas Frond A, Signature Villas, Palm Jumeirah, Dubai"
600000.0,Apartment,3.0,2886.0,"Serenia Residences East, Serenia Residences The Palm, Palm Jumeirah, Dubai"
134999.0,Apartment,3.0,1096.0,"Boulevard Central Tower 2, Boulevard Central Towers, Downtown Dubai, Dubai"
164999.0,Apartment,3.0,1313.0,"Downtown Views, Downtown Dubai, Dubai"
69999.0,Townhouse,3.0,1020.0,"Badrah Townhouses, Badrah, Dubai Waterfront, Dubai"
31999.0,Apartment,1.0,650.0,"Riviera Dreams, International City, Dubai"
134999.0,Townhouse,4.0,2592.0,"Amaranta, Villanova, Dubai Land, Dubai"
154999.0,Apartment,3.0,1188.0,"Downtown Views, Downtown Dubai, Dubai"
55000.0,Apartment,2.0,1048.0,"Chaimaa Premiere, Jumeirah Village Circle, Dubai"
70000.0,Apartment,2.0,960.0,"Golf Panorama A, Golf Panorama, DAMAC Hills, Dubai"
55000.0,Apartment,2.0,1033.0,"Chaimaa Premiere, Jumeirah Village Circle, Dubai"
75000.0,Apartment,2.0,1042.0,"Wasl Vita, Jumeirah 1, Jumeirah, Dubai"
4500000.0,Villa,7.0,30000.0,"Sector V, Emirates Hills, Dubai"
55000.0,Apartment,1.0,600.0,"The Royal Oceanic, Oceanic, Dubai Marina, Dubai"
60000.0,Apartment,2.0,1082.0,"Azizi Plaza, Al Furjan, Dubai"
76000.0,Apartment,3.0,1592.0,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai"
320000.0,Apartment,2.0,1744.0,"FIVE Palm Jumeirah, Palm Jumeirah, Dubai"
95000.0,Apartment,2.0,1538.0,"Sama Tower, Sheikh Zayed Road, Dubai"
309000.0,Apartment,3.0,1517.0,"The Address Sky View Tower 1, The Address Sky View Towers, Downtown Dubai, Dubai"
33000.0,Apartment,1.0,540.0,"Lincoln Park, Arjan, Dubai"
35000.0,Apartment,1.0,454.0,"Lynx Residence, Dubai Silicon Oasis, Dubai"
45000.0,Apartment,1.0,502.0,"DEC Towers Podium, DEC Towers, Dubai Marina, Dubai"
270000.0,Villa,4.0,3356.0,"Golf Grove, Dubai Hills Estate, Dubai"
30000.0,Apartment,1.0,593.0,"Oakwood Residency, Dubai Production City (IMPZ), Dubai"
154999.0,Townhouse,4.0,2400.0,"Camelia 2, Camelia, Arabian Ranches 2, Dubai"
48000.0,Apartment,2.0,850.0,"Ahmed Al Abdulla Residence, Arjan, Dubai"
41000.0,Apartment,1.0,840.0,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai"
1500000.0,Villa,7.0,13000.0,"Parkway Vistas, Dubai Hills Estate, Dubai"
37000.0,Apartment,2.0,644.0,"Binghatti Gate, Jumeirah Village Circle, Dubai"
140000.0,Villa,5.0,1678.0,"Westar Terrace Garden, Jumeirah Village Circle, Dubai"
95000.0,Apartment,2.0,966.0,"Reehan 4, Reehan, Old Town, Dubai"
400000.0,Villa,5.0,8800.0,"Cluster 12, Jumeirah Islands, Dubai"
299000.0,Villa,3.0,2990.0,"Golf Grove, Dubai Hills Estate, Dubai"
82999.0,Apartment,3.0,1399.0,"Marina Blue Tower, Marina Square, Al Reem Island, Abu Dhabi"
50000.0,Apartment,2.0,730.0,"Lake City Tower, Lake Almas East, Jumeirah Lake Towers, Dubai"
370000.0,Apartment,3.0,1905.0,"The Address Downtown Hotel, Downtown Dubai, Dubai"
42000.0,Apartment,1.0,408.0,"Bayz by Danube, Business Bay, Dubai"
75000.0,Apartment,2.0,1300.0,"The Bridges, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
45000.0,Villa,3.0,1700.0,"Amargo, Damac Hills 2, Dubai"
72000.0,Apartment,3.0,1800.0,"Arabian Gate, Dubai Silicon Oasis, Dubai"
77000.0,Apartment,1.0,746.0,"Collective, Dubai Hills Estate, Dubai"
140000.0,Apartment,3.0,1293.0,"Rimal 1, Rimal, Jumeirah Beach Residence, Dubai"
259990.0,Villa,4.0,5974.0,"Legacy, Jumeirah Park, Dubai"
40000.0,Apartment,2.0,474.0,"Al Ramth 15, Al Ramth, Remraam, Dubai"
36000.0,Apartment,2.0,2500.0,"Al Zaafaran, Al Khabisi, Al Ain"
49999.0,Apartment,2.0,818.0,"Burooj Views, Marina Square, Al Reem Island, Abu Dhabi"
,Apartment,2.0,1070.0,"Al Taawun Street, Al Taawun, Sharjah"
75000.0,Apartment,2.0,1200.0,"Al Maha Tower, Marina Square, Al Reem Island, Abu Dhabi"
150000.0,Apartment,3.0,1443.0,"Paloma Tower, Marina Promenade, Dubai Marina, Dubai"
300000.0,Villa,5.0,7459.0,"Lila, Arabian Ranches 2, Dubai"
295000.0,Apartment,3.0,3220.0,"Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi"
170000.0,Apartment,3.0,1485.0,"Amwaj 1, Amwaj, Jumeirah Beach Residence, Dubai"
31000.0,Apartment,3.0,1988.0,"Horizon Towers, Ajman Downtown, Ajman"
65000.0,Apartment,1.0,858.0,"SOL Bay, Business Bay, Dubai"
110000.0,Apartment,2.0,835.0,"Burj Vista 1, Burj Vista, Downtown Dubai, Dubai"
70000.0,Apartment,2.0,701.0,"Hartland Greens, Sobha Hartland, Mohammed Bin Rashid City, Dubai"
32999.0,Apartment,2.0,850.0,"Mizin 4, Majan, Dubai"
48000.0,Apartment,1.0,481.0,"Golf Veduta Hotel Apartments, DAMAC Hills, Dubai"
120000.0,Apartment,3.0,1198.0,"The Torch, Dubai Marina, Dubai"
415000.0,Apartment,4.0,4047.0,"Marina Residences 4, Marina Residences, Palm Jumeirah, Dubai"
33000.0,Apartment,2.0,930.0,"Mizin 4, Majan, Dubai"
75000.0,Apartment,2.0,800.0,"Mayfair Tower, Business Bay, Dubai"
90000.0,Apartment,1.0,796.0,"Boulevard Central Tower 2, Boulevard Central Towers, Downtown Dubai, Dubai"
110000.0,Apartment,3.0,1542.0,"Y Tower Reem, Tamouh, Al Reem Island, Abu Dhabi"
105000.0,Apartment,2.0,1092.0,"The Residences 5, The Residences, Downtown Dubai, Dubai"
164999.0,Apartment,4.0,2020.0,"Princess Tower, Dubai Marina, Dubai"
110000.0,Villa,4.0,2210.0,"Naseem Townhouses, Town Square, Dubai"
85000.0,Apartment,2.0,1875.0,"Falcon Tower, Business Bay, Dubai"
115000.0,Apartment,2.0,928.0,"BLVD Heights Tower 2, BLVD Heights, Downtown Dubai, Dubai"
65000.0,Apartment,1.0,1012.0,"The Belvedere, Dubai Marina, Dubai"
130000.0,Apartment,3.0,2323.0,"Falcon Tower, Business Bay, Dubai"
150000.0,Apartment,2.0,720.0,"Dubai Marina Moon, Dubai Marina, Dubai"
39999.0,Apartment,1.0,400.0,"Sydney Tower, Jumeirah Village Circle, Dubai"
120000.0,Apartment,3.0,1198.0,"The Torch, Dubai Marina, Dubai"
48000.0,Apartment,1.0,481.0,"Golf Veduta Hotel Apartments, DAMAC Hills, Dubai"
33000.0,Apartment,2.0,930.0,"Mizin 4, Majan, Dubai"
200000.0,Apartment,3.0,1350.0,"Damac Heights, Dubai Marina, Dubai"
70000.0,Duplex,2.0,1140.0,"Crystal Residence, Jumeirah Village Circle, Dubai"
95000.0,Townhouse,2.0,900.0,"District 8O, Jumeirah Village Triangle, Dubai"
380000.0,Apartment,5.0,3450.0,"Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi"
77000.0,Apartment,3.0,1200.0,"Goldcrest Views 1, Lake Allure, Jumeirah Lake Towers, Dubai"
75000.0,Apartment,2.0,754.0,"New Dubai Gate 2, Lake Elucio, Jumeirah Lake Towers, Dubai"
148000.0,Apartment,4.0,1695.0,"Creek Horizon Tower 2, Creek Horizon, Dubai Creek Harbour (The Lagoons), Dubai"
25000.0,Apartment,2.0,1500.0,"Al Khan, Sharjah"
80000.0,Apartment,3.0,1044.0,"Waters Edge, Yas Island, Abu Dhabi"
79999.0,Apartment,2.0,964.0,"Zaya Hameni, Jumeirah Village Circle, Dubai"
72000.0,Apartment,2.0,1079.0,"Y Tower Reem, Tamouh, Al Reem Island, Abu Dhabi"
110000.0,Apartment,2.0,813.0,"La Côte, La Mer, Jumeirah, Dubai"
230000.0,Apartment,4.0,2661.0,"The Residences 9, The Residences, Downtown Dubai, Dubai"
76000.0,Apartment,3.0,1400.0,"Mankhool 70, Mankhool, Bur Dubai, Dubai"
59999.0,Apartment,2.0,783.0,"BAB ALQarya Tower, Jumeirah Village Circle, Dubai"
,Apartment,2.0,1400.0,"Manazel Al Barsha, Al Barsha 1, Al Barsha, Dubai"
130000.0,Apartment,2.0,1511.0,"Noora, Al Habtoor City, Business Bay, Dubai"
48000.0,Apartment,4.0,1200.0,"Al Muteena, Deira, Dubai"
110000.0,Apartment,3.0,1289.0,"Shams 2, Shams, Jumeirah Beach Residence, Dubai"
130000.0,Villa,4.0,2897.0,"D Villas, Living Legends, Dubai"
135000.0,Apartment,3.0,1474.0,"Tower A, DAMAC Towers by Paramount, Business Bay, Dubai"
75000.0,Apartment,2.0,1350.0,"MAG 5, Marina Square, Al Reem Island, Abu Dhabi"
240000.0,Apartment,3.0,1579.0,"Avani Palm View Hotel &amp; Suites, Dubai Media City, Dubai"
60000.0,Apartment,2.0,836.0,"BAB ALQarya Tower, Jumeirah Village Circle, Dubai"
100500.0,Apartment,3.0,1264.0,"BAB ALQarya Tower, Jumeirah Village Circle, Dubai"
65000.0,Apartment,2.0,1100.0,"Opal Tower Marina, Dubai Marina, Dubai"
46000.0,Apartment,2.0,926.0,"Tower 26, Al Reef Downtown, Al Reef, Abu Dhabi"
120000.0,Apartment,3.0,1421.0,"Sadaf 6, Sadaf, Jumeirah Beach Residence, Dubai"
260000.0,Villa,5.0,5550.0,"Jumeirah Park, Dubai"
300000.0,Apartment,4.0,2449.0,"Eden House, Al Satwa, Dubai"
150000.0,Apartment,2.0,810.0,"Eden House, Al Satwa, Dubai"
62399.0,Apartment,3.0,1011.0,"Barsha Modern, Al Barsha 1, Al Barsha, Dubai"
340000.0,Villa,5.0,7458.0,"Lila, Arabian Ranches 2, Dubai"
65000.0,Apartment,1.0,525.0,"Elite Downtown, Downtown Dubai, Dubai"
114960.0,Apartment,4.0,1459.0,"Soho Square, Saadiyat Island, Abu Dhabi"
350000.0,Villa,6.0,4689.0,"Legacy, Jumeirah Park, Dubai"
75000.0,Villa,4.0,3500.0,"Corniche Al Fujairah, Fujairah"
78000.0,Apartment,3.0,1452.0,"Sherlock House 1, Sherlock House, Motor City, Dubai"
75000.0,Apartment,4.0,1325.0,"Icon Tower 2, Lake Almas West, Jumeirah Lake Towers, Dubai"
80000.0,Apartment,3.0,1044.0,"Waters Edge, Yas Island, Abu Dhabi"
75000.0,Apartment,2.0,754.0,"New Dubai Gate 2, Lake Elucio, Jumeirah Lake Towers, Dubai"
60000.0,Apartment,1.0,502.0,"Studio One, Dubai Marina, Dubai"
380000.0,Apartment,5.0,3450.0,"Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi"
77000.0,Apartment,3.0,1200.0,"Goldcrest Views 1, Lake Allure, Jumeirah Lake Towers, Dubai"
150000.0,Villa,4.0,2690.0,"District 2D, Jumeirah Village Triangle, Dubai"
135000.0,Apartment,2.0,891.0,"Index Tower, DIFC, Dubai"
80000.0,Apartment,1.0,863.0,"Golf Tower 2, Golf Towers, The Views, Dubai"
132000.0,Villa,5.0,2856.0,"Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi"
155000.0,Apartment,3.0,1243.0,"Rimal 3, Rimal, Jumeirah Beach Residence, Dubai"
57000.0,Apartment,2.0,1302.0,"Al Khail Heights, Dubai"
100500.0,Apartment,3.0,1264.0,"Bab 01, Jumeirah Village Circle, Dubai"
110000.0,Apartment,4.0,1744.0,"Marina Heights, Marina Square, Al Reem Island, Abu Dhabi"
55000.0,Apartment,2.0,937.0,"Warda Apartments 1A, Warda Apartments, Town Square, Dubai"
400000.0,Villa,5.0,6500.0,"Legacy Nova Villas, Jumeirah Park, Dubai"
140000.0,Villa,4.0,2800.0,"Arabian Villas, Jumeirah Village Triangle, Dubai"
97399.0,Apartment,3.0,1244.0,"Block A, dar wasl, Al Wasl, Dubai"
125000.0,Apartment,4.0,2323.0,"Falcon Tower, Business Bay, Dubai"
55000.0,Apartment,3.0,1323.0,"Trafalgar Tower, CBD (Central Business District), International City, Dubai"
88000.0,Apartment,3.0,1700.0,"Al Manal Elite, Jumeirah Village Circle, Dubai"
59999.0,Apartment,2.0,921.0,"BAB ALQarya Tower, Jumeirah Village Circle, Dubai"
300000.0,Villa,4.0,2411.0,"Quortaj, North Village, Al Furjan, Dubai"
65000.0,Apartment,1.0,548.0,"Palm Views East, Palm Views, Palm Jumeirah, Dubai"
36000.0,Apartment,2.0,772.0,"Coral Residence, Dubai Silicon Oasis, Dubai"
110000.0,Apartment,1.0,962.0,"Fairfield Tower, Park Island, Dubai Marina, Dubai"
72000.0,Apartment,3.0,1290.0,"C2 Tower, City Of Lights, Al Reem Island, Abu Dhabi"
60000.0,Apartment,2.0,890.0,"Najmat Tower C1, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi"
30000.0,Apartment,2.0,1500.0,"Al Khan, Sharjah"
210000.0,Apartment,2.0,2239.0,"Park Place Tower, Sheikh Zayed Road, Dubai"
190000.0,Apartment,4.0,2710.0,"Cluster F, Jumeirah Heights, Dubai"
70000.0,Apartment,2.0,960.0,"Avanti, Business Bay, Dubai"
35000.0,Apartment,1.0,429.0,"Carson, The Drive, DAMAC Hills, Dubai"
53999.0,Apartment,2.0,790.0,"RDK Towers, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi"
300000.0,Apartment,5.0,3720.0,"Canal Residence, Al Reem Island, Abu Dhabi"
51999.0,Apartment,2.0,890.0,"Marina Bay, City Of Lights, Al Reem Island, Abu Dhabi"
60000.0,Apartment,2.0,850.0,"The Gate Tower 1, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
52000.0,Apartment,2.0,950.0,"Marina Bay, City Of Lights, Al Reem Island, Abu Dhabi"
40000.0,Apartment,2.0,758.0,"BQ2 Residence, Jumeirah Village Triangle, Dubai"
70000.0,Apartment,2.0,964.0,"The Torch, Dubai Marina, Dubai"
80000.0,Apartment,4.0,1547.0,"Coral Residence, Dubai Silicon Oasis, Dubai"
115000.0,Apartment,2.0,1237.0,"Al Habtoor Tower, Dubai Marina, Dubai"
36000.0,Apartment,2.0,523.0,"Al Ramth 07, Al Ramth, Remraam, Dubai"
60000.0,Apartment,2.0,962.0,"Golf Promenade 3B, Golf Promenade, DAMAC Hills, Dubai"
180000.0,Villa,7.0,5038.0,"Falcon City of Wonders, Dubai"
130000.0,Townhouse,4.0,1988.0,"Camelia 1, Camelia, Arabian Ranches 2, Dubai"
28000.0,Apartment,2.0,1500.0,"Sheikh Jaber Al Sabah Street, Al Naimiya, Al Naemiyah, Ajman"
114999.0,Apartment,2.0,891.0,"BLVD Heights Tower 2, BLVD Heights, Downtown Dubai, Dubai"
350000.0,Apartment,5.0,1903.0,"Boulevard Point, Downtown Dubai, Dubai"
75000.0,Apartment,1.0,805.0,"The Fairways West, The Fairways, The Views, Dubai"
50000.0,Apartment,3.0,1030.0,"BQ2 Residence, Jumeirah Village Triangle, Dubai"
209999.0,Apartment,3.0,1950.0,"5242, Dubai Marina, Dubai"
285000.0,Villa,4.0,3000.0,"Club Villas at Dubai Hills, Dubai Hills Estate, Dubai"
53000.0,Apartment,2.0,1400.0,"Trafalgar Central, CBD (Central Business District), International City, Dubai"
450000.0,Apartment,2.0,809.0,"The Manhattan Tower, Jumeirah Village Circle, Dubai"
42000.0,Apartment,1.0,600.0,"Q Residence, Al Raha Beach, Abu Dhabi"
250000.0,Villa,5.0,4200.0,"Umm Suqeim 1 Villas, Umm Suqeim 1, Umm Suqeim, Dubai"
320000.0,Villa,5.0,5400.0,"Umm Suqeim 1 Villas, Umm Suqeim 1, Umm Suqeim, Dubai"
250000.0,Villa,4.0,4000.0,"Jumeirah 1 Villas, Jumeirah 1, Jumeirah, Dubai"
360000.0,Apartment,3.0,3500.0,"Dubai Marina Moon, Dubai Marina, Dubai"
270000.0,Villa,4.0,3900.0,"Umm Suqeim 2 Villas, Umm Suqeim 2, Umm Suqeim, Dubai"
50000.0,Apartment,2.0,920.0,"Al Wifaq Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
135000.0,Apartment,4.0,2050.0,"Tala Tower, Marina Square, Al Reem Island, Abu Dhabi"
35000.0,Apartment,1.0,700.0,"Shamal Residences, Jumeirah Village Circle, Dubai"
279999.0,Apartment,3.0,2279.0,"Oceana Southern, Oceana, Palm Jumeirah, Dubai"
59999.0,Apartment,2.0,783.0,"BAB ALQarya Tower, Jumeirah Village Circle, Dubai"
,Apartment,2.0,1400.0,"Manazel Al Barsha, Al Barsha 1, Al Barsha, Dubai"
17000.0,Apartment,1.0,750.0,"Al Rawda 1, Al Rawda, Ajman"
68000.0,Apartment,3.0,1353.0,"Binghatti Stars, Dubai Silicon Oasis, Dubai"
35000.0,Apartment,1.0,390.0,"Azizi Aura, Downtown Jebel Ali, Dubai"
75000.0,Apartment,2.0,1400.0,"Hilliana Tower, Acacia Avenues, Al Sufouh, Dubai"
1000000.0,Villa,7.0,10000.0,"Umm Suqeim 2 Villas, Umm Suqeim 2, Umm Suqeim, Dubai"
1300000.0,Penthouse,5.0,3693.0,"The Address The BLVD, Downtown Dubai, Dubai"
85000.0,Apartment,3.0,1550.0,"RAK Tower, Marina Square, Al Reem Island, Abu Dhabi"
120000.0,Apartment,5.0,2100.0,"Amaya Towers, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
360000.0,Apartment,5.0,2906.0,"Marriott Harbour Hotel and Suites, Dubai Marina, Dubai"
20000.0,Apartment,2.0,1000.0,"Al Rawda 2, Al Rawda, Ajman"
24000.0,Apartment,2.0,1500.0,"Al Naemiyah, Ajman"
25000.0,Apartment,2.0,1000.0,"Al Taawun, Sharjah"
150000.0,Apartment,3.0,1119.0,"5242, Dubai Marina, Dubai"
150000.0,Apartment,3.0,1934.0,"Saadiyat Beach Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi"
85000.0,Apartment,2.0,1474.0,"Qamar 10, Madinat Badr, Al Muhaisnah, Dubai"
19000.0,Apartment,1.0,550.0,"Muwaileh Commercial, Sharjah"
27000.0,Apartment,1.0,500.0,"Muwaileh Commercial, Sharjah"
200000.0,Townhouse,4.0,3242.0,"Marbella Village, Victory Heights, Dubai Sports City, Dubai"
75999.0,Apartment,2.0,950.0,"Canal Residence, Al Reem Island, Abu Dhabi"
62000.0,Apartment,2.0,1050.0,"Leaf Tower, Tamouh, Al Reem Island, Abu Dhabi"
310000.0,Townhouse,5.0,3810.0,"Canal Residence, Al Reem Island, Abu Dhabi"
98000.0,Apartment,3.0,1347.0,"Marina Crown, Dubai Marina, Dubai"
35000.0,Apartment,1.0,520.0,"Reef Residence, District 13, Jumeirah Village Circle, Dubai"
105000.0,Apartment,4.0,1950.0,"Najmat Tower C1, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi"
100000.0,Villa,6.0,2500.0,"Primrose, Damac Hills 2, Dubai"
77500.0,Apartment,3.0,1450.0,"Najmat Tower C1, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi"
195000.0,Villa,4.0,2387.0,"Maple 1, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai"
115000.0,Townhouse,4.0,1960.0,"Arabella Townhouses 3, Arabella Townhouses, Mudon, Dubai"
135000.0,Villa,4.0,2300.0,"Amaranta, Villanova, Dubai Land, Dubai"
109999.0,Apartment,2.0,1050.0,"Canal Residence, Al Reem Island, Abu Dhabi"
570000.0,Apartment,2.0,1271.0,"Skycourts Tower A, Skycourts Towers, Dubai Land, Dubai"
299989.0,Villa,5.0,3303.0,"The Hartland Villas, Sobha Hartland, Mohammed Bin Rashid City, Dubai"
65000.0,Apartment,3.0,1365.0,"Mangrove Place, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
110000.0,Apartment,1.0,962.0,"Fairfield Tower, Park Island, Dubai Marina, Dubai"
41000.0,Apartment,1.0,681.0,"Aayah Residences, Jumeirah Village Circle, Dubai"
43000.0,Apartment,2.0,897.0,"Al Yousuf Towers, District 12, Jumeirah Village Circle, Dubai"
130000.0,Apartment,5.0,2188.0,"Aayah Residences, Jumeirah Village Circle, Dubai"
45000.0,Apartment,2.0,811.0,"Oxford Building, Jumeirah Village Circle, Dubai"
64500.0,Apartment,2.0,836.0,"Bab 01, Jumeirah Village Circle, Dubai"
30000.0,Apartment,1.0,320.0,"Loreto 3 A, Loreto, DAMAC Hills, Dubai"
32000.0,Apartment,2.0,780.0,"Trafalgar Central, CBD (Central Business District), International City, Dubai"
300000.0,Apartment,2.0,2379.0,"The Residences 4, The Residences, Downtown Dubai, Dubai"
75000.0,Apartment,4.0,2500.0,"Cubic Building, Al Raha Beach, Abu Dhabi"
90500.0,Townhouse,3.0,1912.0,"Amaranta, Villanova, Dubai Land, Dubai"
89990.0,Apartment,2.0,1357.0,"Executive Tower B, Executive Towers, Business Bay, Dubai"
126000.0,Apartment,2.0,1190.0,"Al Mesk Tower, Emaar 6 Towers, Dubai Marina, Dubai"
280000.0,Villa,4.0,3000.0,"Club Villas at Dubai Hills, Dubai Hills Estate, Dubai"
169999.0,Villa,5.0,5045.0,"Nad Al Sheba 3, Nadd Al Sheba, Dubai"
50000.0,Apartment,3.0,1030.0,"BQ2 Residence, Jumeirah Village Triangle, Dubai"
42000.0,Apartment,2.0,750.0,"Al Jaddaf, Dubai"
115000.0,Apartment,1.0,867.0,"BLVD Heights Tower 1, BLVD Heights, Downtown Dubai, Dubai"
105000.0,Apartment,2.0,1184.0,"Al Manal Tower, Sheikh Zayed Road, Dubai"
72000.0,Apartment,2.0,811.0,"Belgravia 3, Belgravia, Jumeirah Village Circle, Dubai"
40000.0,Apartment,2.0,887.0,"The Manhattan Tower, Jumeirah Village Circle, Dubai"
26000.0,Apartment,1.0,445.0,"Noor Apartment 1, Jumeirah Village Triangle, Dubai"
35000.0,Apartment,1.0,660.0,"Al Manara, Jumeirah Village Triangle, Dubai"
45000.0,Apartment,1.0,473.0,"Signature Livings, Jumeirah Village Circle, Dubai"
250000.0,Apartment,3.0,1775.0,"5242, Dubai Marina, Dubai"
1300000.0,Penthouse,5.0,4560.0,"Bridge Sky, Burj Khalifa Area, Downtown Dubai, Dubai"
50000.0,Apartment,1.0,710.0,"The Bridges, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
250000.0,Villa,4.0,5700.0,"Meadows 5, Meadows, Dubai"
29999.0,Apartment,1.0,510.0,"Wimbledon Tower, Dubai Sports City, Dubai"
210000.0,Apartment,3.0,1722.0,"Marriott Harbour Hotel and Suites, Dubai Marina, Dubai"
300000.0,Apartment,3.0,1600.0,"The Address Sky View Tower 1, The Address Sky View Towers, Downtown Dubai, Dubai"
80000.0,Apartment,3.0,2000.0,"Canal View Building, Al Raha Beach, Abu Dhabi"
55000.0,Apartment,2.0,1400.0,"Canal View Building, Al Raha Beach, Abu Dhabi"
300000.0,Villa,5.0,5000.0,"Umm Suqeim 1 Villas, Umm Suqeim 1, Umm Suqeim, Dubai"
250000.0,Villa,4.0,5000.0,"Jumeirah 1 Villas, Jumeirah 1, Jumeirah, Dubai"
269999.0,Villa,5.0,5000.0,"Jumeirah 3 Villas, Jumeirah 3, Jumeirah, Dubai"
52000.0,Apartment,2.0,825.0,"The Gate Tower 2, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
